isolate,start,end
72407.2546.con.0003|provirus_198056_249075,198056,249075
573.66322.con.0002|provirus_364412_379189,364412,379189
573.65935.con.0007|provirus_193639_230216,193639,230216
573.65935.con.0003|provirus_404162_450384,404162,450384
573.65935.con.0006|provirus_23738_65060,23738,65060
72407.267.con.0010|provirus_120436_144450,120436,144450
72407.267.con.0019|provirus_87503_100028,87503,100028
72407.267.con.0010|provirus_53_34071,53,34071
72407.267.con.0014|provirus_82155_112497,82155,112497
72407.267.con.0013|provirus_2_15804,2,15804
72407.267.con.0031|provirus_44552_54863,44552,54863
72407.267.con.0001|provirus_648812_664915,648812,664915
573.66307.con.0021|provirus_1017_50721,1017,50721
573.66307.con.0024|provirus_31031_54887,31031,54887
573.66307.con.0028|provirus_29_17146,29,17146
573.66307.con.0011|provirus_147493_182388,147493,182388
573.66307.con.0023|provirus_6732_22890,6732,22890
573.66475.con.0021|provirus_24529_81594,24529,81594
72407.2242.con.0029|provirus_3_31427,3,31427
72407.2242.con.0006|provirus_169818_221062,169818,221062
72407.2732.con.0005|provirus_92357_143946,92357,143946
72407.2732.con.0015|provirus_18648_72503,18648,72503
573.66509.con.0016|provirus_20_32470,20,32470
573.66509.con.0001|provirus_430840_477955,430840,477955
573.66509.con.0026|provirus_17513_25630,17513,25630
573.66227.con.0021|provirus_3_21971,3,21971
573.66227.con.0005|provirus_72928_124172,72928,124172
573.66227.con.0016|provirus_133469_144910,133469,144910
573.66227.con.0005|provirus_249922_288530,249922,288530
573.66218.con.0014|provirus_60663_93122,60663,93122
573.66218.con.0001|provirus_431047_478162,431047,478162
573.66218.con.0023|provirus_17513_25630,17513,25630
573.65955.con.0020|provirus_6533_45141,6533,45141
573.66484.con.0021|provirus_24526_81591,24526,81591
573.67346.con.0024|provirus_19422_32890,19422,32890
573.66248.con.0021|provirus_1_34504,1,34504
573.66248.con.0016|provirus_39_12995,39,12995
573.66248.con.0019|provirus_2_7763,2,7763
573.66248.con.0022|provirus_29846_59952,29846,59952
573.66248.con.0007|provirus_209356_230759,209356,230759
573.66248.con.0014|provirus_168_14219,168,14219
573.66248.con.0007|provirus_6548_22651,6548,22651
573.66248.con.0002|provirus_478135_489866,478135,489866
573.66248.con.0002|provirus_111220_125456,111220,125456
72407.2482.con.0012|provirus_113194_136387,113194,136387
72407.2482.con.0006|provirus_104970_138881,104970,138881
72407.2482.con.0004|provirus_295242_331877,295242,331877
72407.2482.con.0007|provirus_3_10781,3,10781
574.85.con.0013|provirus_27157_58078,27157,58078
574.85.con.0020|provirus_1103_55511,1103,55511
574.85.con.0021|provirus_6533_45141,6533,45141
72407.2865.con.0019|provirus_52_12146,52,12146
72407.2865.con.0003|provirus_188674_234328,188674,234328
72407.2865.con.0050|provirus_630_14098,630,14098
72407.2363.con.0009|provirus_2_20991,2,20991
72407.2363.con.0012|provirus_140588_161213,140588,161213
72407.2363.con.0029|provirus_18648_36714,18648,36714
72407.2363.con.0003|provirus_2_18948,2,18948
72407.2363.con.0008|provirus_175554_222449,175554,222449
72407.2363.con.0004|provirus_309866_320764,309866,320764
72407.2607.con.0001|provirus_420214_464942,420214,464942
72407.2607.con.0006|provirus_55574_91618,55574,91618
72407.2607.con.0001|provirus_271519_315491,271519,315491
72407.2854.con.0025|provirus_76536_82270,76536,82270
72407.2854.con.0034|provirus_2_13687,2,13687
72407.2854.con.0001|provirus_256760_300382,256760,300382
72407.2854.con.0001|provirus_59516_114606,59516,114606
72407.2854.con.0044|provirus_1_12577,1,12577
72407.2854.con.0007|provirus_199334_209013,199334,209013
NWEM01000005|provirus_278498_332289,278498,332289
NWEM01000005|provirus_97_41542,97,41542
NWEM01000030|provirus_10228_19915,10228,19915
NWEM01000008|provirus_109356_165307,109356,165307
574.101.con.0021|provirus_2_57416,2,57416
574.101.con.0013|provirus_65616_109096,65616,109096
574.101.con.0010|provirus_371_20606,371,20606
NWEN01000021|provirus_87213_99307,87213,99307
NWEN01000027|provirus_128_43508,128,43508
NWEN01000017|provirus_111_29607,111,29607
NWEN01000026|provirus_97_41071,97,41071
NWEN01000031|provirus_708_14176,708,14176
72407.2819.con.0051|provirus_27912_41560,27912,41560
72407.2819.con.0030|provirus_26353_65481,26353,65481
72407.2819.con.0023|provirus_3_11579,3,11579
573.66012.con.0007|provirus_1_42646,1,42646
573.66012.con.0003|provirus_316142_365453,316142,365453
573.66012.con.0013|provirus_56212_95384,56212,95384
573.66012.con.0008|provirus_6727_24001,6727,24001
72407.2868.con.0015|provirus_52262_87021,52262,87021
72407.2868.con.0001|provirus_297049_348472,297049,348472
573.66448.con.0012|provirus_1_41279,1,41279
573.66448.con.0006|provirus_1_46065,1,46065
573.66448.con.0020|provirus_69882_87285,69882,87285
573.66448.con.0010|provirus_196186_216045,196186,216045
573.66448.con.0003|provirus_42171_81246,42171,81246
573.66448.con.0006|provirus_261831_272703,261831,272703
573.66448.con.0008|provirus_2_16287,2,16287
JAOCNH010000029|provirus_40682_75098,40682,75098
JAOCNH010000001|provirus_288186_329409,288186,329409
JAOCNH010000020|provirus_315_13314,315,13314
JAOCNH010000016|provirus_2_27851,2,27851
JAOCNH010000015|provirus_172_7192,172,7192
JAOCNH010000002|provirus_72987_87645,72987,87645
573.66434.con.0001|provirus_168300_222321,168300,222321
573.66434.con.0001|provirus_1349207_1392534,1349207,1392534
573.66434.con.0007|provirus_148964_162774,148964,162774
72407.2234.con.0013|provirus_42355_81527,42355,81527
72407.2646.con.0011|provirus_45825_96441,45825,96441
72407.2646.con.0023|provirus_1_56371,1,56371
574.93.con.0001|provirus_188881_239203,188881,239203
574.93.con.0001|provirus_1_42511,1,42511
574.93.con.0048|provirus_3_11161,3,11161
72407.2639.con.0008|provirus_106178_149959,106178,149959
72407.2639.con.0020|provirus_54555_88981,54555,88981
72407.2639.con.0006|provirus_66986_116437,66986,116437
72407.2639.con.0025|provirus_1_24686,1,24686
72407.2639.con.0023|provirus_68844_77763,68844,77763
72407.2639.con.0001|provirus_497513_538009,497513,538009
72407.2335.con.0017|provirus_16691_53246,16691,53246
72407.2335.con.0014|provirus_102621_140389,102621,140389
72407.2335.con.0007|provirus_49298_60601,49298,60601
72407.2384.con.0013|provirus_123206_170790,123206,170790
72407.2384.con.0001|provirus_689533_725019,689533,725019
72407.2277.con.0021|provirus_3_33512,3,33512
72407.2277.con.0015|provirus_18650_64524,18650,64524
72407.2277.con.0026|provirus_3_21120,3,21120
573.67365.con.0007|provirus_208254_253836,208254,253836
573.67365.con.0001|provirus_341489_377900,341489,377900
573.67365.con.0024|provirus_1_21459,1,21459
573.67365.con.0010|provirus_2_18269,2,18269
72407.2543.con.0154|provirus_7050_11858,7050,11858
72407.2543.con.0073|provirus_11097_23610,11097,23610
72407.2543.con.0048|provirus_20730_29424,20730,29424
72407.2575.con.0002|provirus_80878_100368,80878,100368
72407.2575.con.0005|provirus_10254_49147,10254,49147
72407.2575.con.0009|provirus_183322_197187,183322,197187
72407.2559.con.0014|provirus_42171_80311,42171,80311
72407.2559.con.0004|provirus_26898_78321,26898,78321
JANIOY010000001|provirus_4631235_4682827,4631235,4682827
JANIOY010000001|provirus_4297121_4344929,4297121,4344929
JANIOY010000001|provirus_3480939_3493461,3480939,3493461
72407.2736.con.0005|provirus_60299_109505,60299,109505
72407.2736.con.0004|provirus_312263_329537,312263,329537
72407.2736.con.0013|provirus_42355_81527,42355,81527
72407.2392.con.0003|provirus_26898_77185,26898,77185
573.66347.con.0022|provirus_24529_81594,24529,81594
72407.2754.con.0001|provirus_77529_122898,77529,122898
72407.2754.con.0009|provirus_3_34953,3,34953
72407.2316.con.0013|provirus_170_20525,170,20525
72407.2316.con.0024|provirus_66486_89557,66486,89557
72407.2316.con.0037|provirus_12071_46053,12071,46053
72407.2316.con.0006|provirus_151206_187152,151206,187152
72407.2316.con.0033|provirus_2_10005,2,10005
72407.2316.con.0028|provirus_113_10204,113,10204
72407.2316.con.0020|provirus_80817_95609,80817,95609
72407.2856.con.0021|provirus_2_9194,2,9194
72407.2856.con.0085|provirus_630_14098,630,14098
573.66255.con.0014|provirus_60643_93093,60643,93093
573.66255.con.0001|provirus_431049_478164,431049,478164
573.66255.con.0023|provirus_17513_25636,17513,25636
573.66255.con.0005|provirus_388668_414194,388668,414194
72407.2791.con.0025|provirus_27910_40896,27910,40896
72407.2791.con.0015|provirus_77557_118352,77557,118352
72407.2791.con.0006|provirus_257782_308858,257782,308858
72407.2791.con.0006|provirus_59520_114357,59520,114357
72407.2791.con.0001|provirus_749574_769725,749574,769725
72407.2791.con.0001|provirus_206970_225388,206970,225388
72407.2566.con.0001|provirus_142413_191292,142413,191292
72407.2566.con.0011|provirus_75332_113154,75332,113154
72407.2566.con.0017|provirus_33896_71671,33896,71671
573.66328.con.0009|provirus_93_38578,93,38578
573.66328.con.0030|provirus_100_19116,100,19116
573.66328.con.0005|provirus_147493_182388,147493,182388
573.66328.con.0024|provirus_34936_74636,34936,74636
573.66328.con.0014|provirus_174579_184235,174579,184235
573.66391.con.0025|provirus_1_8118,1,8118
573.66391.con.0015|provirus_60663_93113,60663,93113
573.66391.con.0001|provirus_266750_313865,266750,313865
72407.2766.con.0034|provirus_106_7989,106,7989
72407.2766.con.0007|provirus_193294_216158,193294,216158
72407.2766.con.0010|provirus_102726_139932,102726,139932
72407.2766.con.0025|provirus_26554_69933,26554,69933
72407.2243.con.0001|provirus_146942_185970,146942,185970
72407.2243.con.0007|provirus_97373_131026,97373,131026
72407.2811.con.0032|provirus_2994_52759,2994,52759
72407.2811.con.0017|provirus_91519_126301,91519,126301
72407.2811.con.0004|provirus_68153_104658,68153,104658
72407.2811.con.0017|provirus_29272_68437,29272,68437
72407.2811.con.0043|provirus_1_12032,1,12032
573.66495.con.0008|provirus_216593_260501,216593,260501
573.66495.con.0014|provirus_27187_59034,27187,59034
573.66495.con.0001|provirus_1657574_1702385,1657574,1702385
72407.2332.con.0002|provirus_168294_215621,168294,215621
72407.2332.con.0010|provirus_100790_151077,100790,151077
JASEKY010000014|provirus_30_3205,30,3205
JASEKY010000028|provirus_27317_63538,27317,63538
JASEKY010000011|provirus_84502_129885,84502,129885
JASEKY010000003|provirus_30_4291,30,4291
573.66069.con.0028|provirus_20551_58480,20551,58480
573.66069.con.0005|provirus_27891_60938,27891,60938
573.66069.con.0023|provirus_60807_69832,60807,69832
573.66069.con.0018|provirus_8291_20032,8291,20032
72407.252.con.0016|provirus_87503_124477,87503,124477
72407.252.con.0006|provirus_125_16545,125,16545
72407.252.con.0028|provirus_55736_67278,55736,67278
72407.252.con.0017|provirus_84384_123181,84384,123181
72407.252.con.0001|provirus_2_15804,2,15804
72407.252.con.0007|provirus_198035_214138,198035,214138
72407.252.con.0054|provirus_2_9228,2,9228
72407.252.con.0023|provirus_82040_87788,82040,87788
72407.2668.con.0029|provirus_305_25300,305,25300
72407.2668.con.0007|provirus_120430_153990,120430,153990
72407.2668.con.0023|provirus_47099_82208,47099,82208
72407.2668.con.0001|provirus_162903_188571,162903,188571
72407.2216.con.0028|provirus_17534_58092,17534,58092
72407.2216.con.0002|provirus_55573_91286,55573,91286
72407.2216.con.0007|provirus_19905_63876,19905,63876
574.116.con.0002|provirus_90435_141042,90435,141042
574.116.con.0009|provirus_60763_153295,60763,153295
574.116.con.0015|provirus_38775_74848,38775,74848
573.66429.con.0012|provirus_1_41279,1,41279
573.66429.con.0007|provirus_3_16313,3,16313
573.66429.con.0008|provirus_1_46065,1,46065
573.66429.con.0010|provirus_3_19862,3,19862
573.66429.con.0003|provirus_42171_81246,42171,81246
573.66429.con.0008|provirus_261830_272702,261830,272702
573.67344.con.0001|provirus_873447_930633,873447,930633
573.67344.con.0009|provirus_38476_51904,38476,51904
573.65986.con.0009|provirus_119950_154626,119950,154626
573.65986.con.0008|provirus_1_22654,1,22654
573.65986.con.0018|provirus_1_26983,1,26983
573.65986.con.0008|provirus_207298_237270,207298,237270
72407.2365.con.0003|provirus_279994_332139,279994,332139
72407.2365.con.0007|provirus_54271_105860,54271,105860
72407.2365.con.0007|provirus_252230_306085,252230,306085
573.66359.con.0004|provirus_66_46020,66,46020
573.66359.con.0008|provirus_42_30435,42,30435
573.66359.con.0002|provirus_36_23456,36,23456
573.66359.con.0037|provirus_15397_22648,15397,22648
72407.2328.con.0010|provirus_26898_77185,26898,77185
573.65921.con.0021|provirus_13_22400,13,22400
573.65921.con.0005|provirus_52342_105740,52342,105740
573.65921.con.0039|provirus_3_27860,3,27860
573.65921.con.0033|provirus_1_39132,1,39132
72407.2489.con.0002|provirus_167722_217939,167722,217939
72407.2489.con.0001|provirus_886060_926255,886060,926255
72407.2489.con.0004|provirus_55664_91707,55664,91707
573.66564.con.0012|provirus_107402_140408,107402,140408
573.66564.con.0021|provirus_41019_75522,41019,75522
573.66564.con.0022|provirus_29846_59952,29846,59952
573.66564.con.0006|provirus_281154_293952,281154,293952
573.66564.con.0018|provirus_1_9974,1,9974
573.66564.con.0003|provirus_209356_243080,209356,243080
573.66564.con.0015|provirus_168_14219,168,14219
573.66564.con.0003|provirus_6548_22651,6548,22651
573.66564.con.0002|provirus_478135_489866,478135,489866
573.66564.con.0002|provirus_111220_125456,111220,125456
72407.2426.con.0006|provirus_218873_272041,218873,272041
72407.2426.con.0006|provirus_18648_72503,18648,72503
72407.2329.con.0010|provirus_100790_151077,100790,151077
573.65926.con.0005|provirus_1_44932,1,44932
573.65926.con.0015|provirus_52250_87008,52250,87008
573.65926.con.0029|provirus_26554_69795,26554,69795
72407.2366.con.0005|provirus_16912_63056,16912,63056
72407.2366.con.0007|provirus_141805_176865,141805,176865
72407.2366.con.0032|provirus_24046_51865,24046,51865
72407.2366.con.0027|provirus_18650_74238,18650,74238
72407.2366.con.0011|provirus_2_9554,2,9554
72407.2367.con.0007|provirus_1_54250,1,54250
72407.2367.con.0011|provirus_73982_107048,73982,107048
72407.2367.con.0020|provirus_18781_75332,18781,75332
573.66239.con.0011|provirus_133422_166878,133422,166878
573.66239.con.0003|provirus_1110_57743,1110,57743
72407.2745.con.0007|provirus_196106_212426,196106,212426
72407.2745.con.0001|provirus_20011_73658,20011,73658
72407.2745.con.0001|provirus_96740_135905,96740,135905
72407.2745.con.0008|provirus_313_34168,313,34168
72407.2368.con.0006|provirus_22436_61399,22436,61399
72407.2438.con.0012|provirus_44714_92522,44714,92522
72407.2438.con.0039|provirus_9461_22553,9461,22553
72407.2294.con.0005|provirus_2_32272,2,32272
72407.2294.con.0007|provirus_1_10265,1,10265
72407.2294.con.0027|provirus_19305_57461,19305,57461
72407.2294.con.0022|provirus_92623_101907,92623,101907
72407.2871.con.0032|provirus_2_34169,2,34169
72407.2871.con.0028|provirus_23139_62239,23139,62239
72407.2871.con.0021|provirus_24357_63522,24357,63522
72407.2871.con.0036|provirus_1_12032,1,12032
573.66316.con.0013|provirus_1_41279,1,41279
573.66316.con.0006|provirus_3_16313,3,16313
573.66316.con.0008|provirus_1_46065,1,46065
573.66316.con.0010|provirus_3_19862,3,19862
573.66316.con.0003|provirus_42171_81246,42171,81246
573.66316.con.0008|provirus_261831_272703,261831,272703
573.66316.con.0006|provirus_355032_371317,355032,371317
72407.2795.con.0026|provirus_19894_57188,19894,57188
72407.2795.con.0013|provirus_54224_109610,54224,109610
72407.2795.con.0015|provirus_292_8606,292,8606
573.65974.con.0020|provirus_2_41027,2,41027
573.65974.con.0004|provirus_123_14041,123,14041
573.65974.con.0003|provirus_38470_51898,38470,51898
573.66476.con.0009|provirus_203461_244163,203461,244163
573.66476.con.0005|provirus_2_45425,2,45425
573.66476.con.0009|provirus_42817_81662,42817,81662
573.67351.con.0040|provirus_1_13226,1,13226
573.67351.con.0003|provirus_307012_323979,307012,323979
72407.2427.con.0005|provirus_218410_236928,218410,236928
72407.2427.con.0012|provirus_26019_59936,26019,59936
72407.2427.con.0006|provirus_1_36319,1,36319
72407.2427.con.0007|provirus_1_11425,1,11425
574.75.con.0015|provirus_87095_101812,87095,101812
574.75.con.0002|provirus_414720_453609,414720,453609
574.75.con.0026|provirus_20_40994,20,40994
574.75.con.0035|provirus_19422_32890,19422,32890
574.75.con.0009|provirus_184921_192568,184921,192568
573.66295.con.0022|provirus_24529_74299,24529,74299
72407.2172.con.0008|provirus_50063_98231,50063,98231
72407.2172.con.0036|provirus_15397_22831,15397,22831
72407.2172.con.0003|provirus_30_23439,30,23439
72407.2172.con.0020|provirus_1_9570,1,9570
72407.2172.con.0008|provirus_223869_251623,223869,251623
